"__fastGreedyCluster","Description","Enzyme.Names","GO.IDs","id","InterPro.GO.Names","InterPro.IDs","name","selected","shared name","species"
"126","---NA---","","","Gpal_D383_g11164.pdb","no GO terms","G3DSA:1.20.120.1100 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g11164.pdb","false","Gpal_D383_g11164.pdb","Gpal"
"11","hypothetical protein FO519_000038","","","Gpal_D383_g13515.pdb","no IPS match","no IPS match","Gpal_D383_g13515.pdb","false","Gpal_D383_g13515.pdb","Gpal"
"11","hypothetical protein FO519_000038","","","Gpal_D383_g13514.pdb","no GO terms","PS51257 (PROSITE_PROFILES)","Gpal_D383_g13514.pdb","false","Gpal_D383_g13514.pdb","Gpal"
"11","hypothetical protein FO519_000038","","","Gpal_D383_g13513.pdb","no GO terms","PS51257 (PROSITE_PROFILES)","Gpal_D383_g13513.pdb","false","Gpal_D383_g13513.pdb","Gpal"
"11","hypothetical protein FO519_000038","","","Gpal_D383_g13512.pdb","no IPS match","no IPS match","Gpal_D383_g13512.pdb","false","Gpal_D383_g13512.pdb","Gpal"
"11","hypothetical protein FO519_000038","","","Gpal_D383_g04161.pdb","no IPS match","no IPS match","Gpal_D383_g04161.pdb","false","Gpal_D383_g04161.pdb","Gpal"
"11","ground-like domain protein","","P:GO:0007154; P:GO:0009792; F:GO:0005102; C:GO:0005576","Gpal_D383_g01924.pdb","no GO terms","IPR007284 (PFAM); PTHR31967:SF19 (PANTHER); PTHR31967 (PANTHER)","Gpal_D383_g01924.pdb","false","Gpal_D383_g01924.pdb","Gpal"
"127","putative effector protein","Glycosylases; Hydrolases; Alpha-galactosidase; Glycosylases","P:GO:0005975; F:GO:0052692; C:GO:0016021","Gpal_D383_g07278.pdb","P:carbohydrate metabolic process; F:catalytic activity; F:hydrolase activity, hydrolyzing O-glycosyl compounds","IPR002241 (PRINTS); IPR002241 (PFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR002241 (PANTHER); PTHR11452:SF58 (PANTHER); IPR002241 (CDD); IPR017853 (SUPERFAMILY)","Gpal_D383_g07278.pdb","false","Gpal_D383_g07278.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986","Gpal_D383_g09177.pdb","C:cell surface","IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PFAM); PTHR21700:SF55 (PANTHER); IPR001534 (PANTHER)","Gpal_D383_g09177.pdb","false","Gpal_D383_g09177.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986","Gpal_D383_g07905.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PANTHER)","Gpal_D383_g07905.pdb","false","Gpal_D383_g07905.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986","Gpal_D383_g07903.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); PTHR21700:SF114 (PANTHER); IPR001534 (PANTHER)","Gpal_D383_g07903.pdb","false","Gpal_D383_g07903.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0110165","Gpal_D383_g07646.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); PTHR21700:SF117 (PANTHER); IPR001534 (PANTHER)","Gpal_D383_g07646.pdb","false","Gpal_D383_g07646.pdb","Gpal"
"36","transthyretin-like protein 4","","C:GO:0005576; C:GO:0009986; C:GO:0016021","Gpal_D383_g07462.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); PTHR21700:SF117 (PANTHER); IPR001534 (PANTHER)","Gpal_D383_g07462.pdb","false","Gpal_D383_g07462.pdb","Gpal"
"36","Transthyretin-like protein 5","","C:GO:0005576; C:GO:0009986","Gpal_D383_g06801.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PANTHER); PTHR21700:SF1 (PANTHER)","Gpal_D383_g06801.pdb","false","Gpal_D383_g06801.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986","Gpal_D383_g06511.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PANTHER); PTHR21700:SF118 (PANTHER)","Gpal_D383_g06511.pdb","false","Gpal_D383_g06511.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986; C:GO:0016020","Gpal_D383_g02778.pdb","C:cell surface","IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PFAM); IPR001534 (PANTHER); PTHR21700:SF26 (PANTHER)","Gpal_D383_g02778.pdb","false","Gpal_D383_g02778.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986; C:GO:0016020; C:GO:0016021","Gpal_D383_g02298.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D)","Gpal_D383_g02298.pdb","false","Gpal_D383_g02298.pdb","Gpal"
"36","Transthyretin-like family protein","","C:GO:0005576; C:GO:0009986","Gpal_D383_g01772.pdb","C:cell surface","IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PFAM); IPR001534 (PANTHER); PTHR21700:SF6 (PANTHER)","Gpal_D383_g01772.pdb","false","Gpal_D383_g01772.pdb","Gpal"
"33","lysozyme","Hydrolases","P:GO:0043170; P:GO:1901564; F:GO:0016787","Gpal_D383_g12637.pdb","P:peptidoglycan catabolic process; P:cell wall macromolecule catabolic process; F:lysozyme activity","G3DSA:3.20.20.80 (GENE3D); IPR002053 (PFAM); PTHR34135:SF2 (PANTHER); PTHR34135 (PANTHER); IPR002053 (PROSITE_PROFILES); cd00599 (CDD); IPR017853 (SUPERFAMILY)","Gpal_D383_g12637.pdb","false","Gpal_D383_g12637.pdb","Gpal"
"3","Destabilase family-containing protein","Glycosylases; Hydrolases; Lysozyme; Glycosylases","F:GO:0003796","Gpal_D383_g06776.pdb","F:lysozyme activity","G3DSA:1.10.530.10 (GENE3D); IPR008597 (PFAM); PTHR11195:SF17 (PANTHER); IPR008597 (PANTHER); IPR008597 (PROSITE_PROFILES)","Gpal_D383_g06776.pdb","false","Gpal_D383_g06776.pdb","Gpal"
"2","RBP-1 protein","","","Gpal_D383_g17233.pdb","F:protein binding","IPR043136 (G3DSA:2.60.120.GENE3D); IPR003877 (PFAM); PTHR12864 (PANTHER); PTHR12864:SF29 (PANTHER); IPR001870 (PROSITE_PROFILES); cd12885 (CDD); IPR013320 (SUPERFAMILY)","Gpal_D383_g17233.pdb","false","Gpal_D383_g17233.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g01152.pdb","no IPS match","no IPS match","Gpal_D383_g01152.pdb","false","Gpal_D383_g01152.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g05636.pdb","no IPS match","no IPS match","Gpal_D383_g05636.pdb","false","Gpal_D383_g05636.pdb","Gpal"
"8","putative effector protein","","","Gpal_D383_g13985.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13985.pdb","false","Gpal_D383_g13985.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g13120.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13120.pdb","false","Gpal_D383_g13120.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g08348.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g08348.pdb","false","Gpal_D383_g08348.pdb","Gpal"
"8","---NA---","","","Gpal_D383_g12216.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g12216.pdb","false","Gpal_D383_g12216.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g00989.pdb","no IPS match","no IPS match","Gpal_D383_g00989.pdb","false","Gpal_D383_g00989.pdb","Gpal"
"128","Receptor-type guanylate cyclase gcy-9","Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases; Lyases; Phosphorus-oxygen lyases; Guanylate cyclase","P:GO:0003031; P:GO:0006182; P:GO:0006468; P:GO:0007168; P:GO:0019722; P:GO:0045921; P:GO:0050907; P:GO:0071468; P:GO:1904457; F:GO:0001653; F:GO:0004383; F:GO:0004672; F:GO:0005524; C:GO:0005886; C:GO:0016021; C:GO:0043025; C:GO:0097730","Gpal_D383_g07911.pdb","no GO terms","G3DSA:3.40.50.2300 (GENE3D); PTHR11920 (PANTHER); PTHR11920:SF472 (PANTHER); IPR028082 (SUPERFAMILY)","Gpal_D383_g07911.pdb","false","Gpal_D383_g07911.pdb","Gpal"
"128","atrial natriuretic peptide receptor 1-like isoform X1","","C:GO:0016020","Gpal_D383_g04615.pdb","no GO terms","G3DSA:3.40.50.2300 (GENE3D); G3DSA:3.40.50.2300 (GENE3D); IPR001828 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR44755 (PANTHER); IPR028082 (SUPERFAMILY)","Gpal_D383_g04615.pdb","false","Gpal_D383_g04615.pdb","Gpal"
"128","Receptor-type guanylate cyclase gcy-17","Transferring phosphorus-containing groups; Transferring phosphorus-containing groups; Transferases; Lyases; Phosphorus-oxygen lyases; Guanylate cyclase","P:GO:0006182; P:GO:0006468; P:GO:0006935; P:GO:0007635; P:GO:0010226; P:GO:0010446; P:GO:0035556; P:GO:1902074; F:GO:0004383; F:GO:0004672; F:GO:0005524; F:GO:0042802; C:GO:0016021","Gpal_D383_g01115.pdb","no GO terms","G3DSA:3.40.50.2300 (GENE3D); IPR001828 (PFAM); PTHR11920:SF363 (PANTHER); PTHR11920 (PANTHER); cd06352 (CDD); IPR028082 (SUPERFAMILY)","Gpal_D383_g01115.pdb","false","Gpal_D383_g01115.pdb","Gpal"
"47","glycosyl hydrolase family 47","Glycosylases; Forming carbon-oxygen bonds; Mannosyl-oligosaccharide 1,2-alpha-mannosidase; Hydrolases; Alpha-mannosidase; Forming carbon-oxygen bonds; Ligases; Glycosylases","P:GO:0005975; P:GO:0006418; F:GO:0003676; F:GO:0004571; F:GO:0004812; F:GO:0005509; F:GO:0005524; C:GO:0005737; C:GO:0016020","Gpal_D383_g05433.pdb","P:carbohydrate metabolic process; F:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; F:calcium ion binding; C:membrane","IPR001382 (PRINTS); IPR012341 (G3DSA:1.50.10.GENE3D); IPR001382 (PFAM); PTHR45679:SF6 (PANTHER); PTHR45679 (PANTHER); IPR036026 (SUPERFAMILY)","Gpal_D383_g05433.pdb","false","Gpal_D383_g05433.pdb","Gpal"
"47","ER degradation-enhancing alpha-mannosidase-like protein 1","Glycosylases; Mannosyl-oligosaccharide 1,2-alpha-mannosidase; Hydrolases; Alpha-mannosidase; Translocases; Glycosylases","P:GO:0005975; P:GO:0140021; P:GO:1990544; F:GO:0004571; F:GO:0005230; F:GO:0005471; F:GO:0005509; C:GO:0005743; C:GO:0016021","Gpal_D383_g04643.pdb","P:carbohydrate metabolic process; F:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; F:calcium ion binding; C:membrane","IPR001382 (PRINTS); IPR012341 (G3DSA:1.50.10.GENE3D); IPR001382 (PFAM); PTHR45679 (PANTHER); PTHR45679:SF5 (PANTHER); IPR036026 (SUPERFAMILY)","Gpal_D383_g04643.pdb","false","Gpal_D383_g04643.pdb","Gpal"
"47","ER degradation-enhancing alpha-mannosidase-like protein 1","Glycosylases; Hydrolases; Translocases","P:GO:0008152; P:GO:0015711; P:GO:0015868; P:GO:0051503; P:GO:0072530; P:GO:1901679; P:GO:1990542; F:GO:0005347; F:GO:0016798; C:GO:0016020","Gpal_D383_g04579.pdb","F:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; F:calcium ion binding; C:membrane","IPR001382 (PRINTS); IPR001382 (PFAM); PTHR45679 (PANTHER); PTHR45679:SF5 (PANTHER); PTHR45679:SF5 (PANTHER); PTHR45679 (PANTHER); IPR036026 (SUPERFAMILY)","Gpal_D383_g04579.pdb","false","Gpal_D383_g04579.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g15600.pdb","no IPS match","no IPS match","Gpal_D383_g15600.pdb","false","Gpal_D383_g15600.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g09846.pdb","no GO terms","IPR033760 (PFAM)","Gpal_D383_g09846.pdb","false","Gpal_D383_g09846.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g07525.pdb","no IPS match","no IPS match","Gpal_D383_g07525.pdb","false","Gpal_D383_g07525.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g01135.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g01135.pdb","false","Gpal_D383_g01135.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g12675.pdb","no IPS match","no IPS match","Gpal_D383_g12675.pdb","false","Gpal_D383_g12675.pdb","Gpal"
"4","CX module","","F:GO:0000166; C:GO:0016020","Gpal_D383_g02413.pdb","no GO terms","IPR002619 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47520 (PANTHER)","Gpal_D383_g02413.pdb","false","Gpal_D383_g02413.pdb","Gpal"
"4","CX module","","C:GO:0016020; C:GO:0016021","Gpal_D383_g02409.pdb","no GO terms","IPR002619 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47520 (PANTHER); PTHR47520:SF8 (PANTHER); PTHR47520 (PANTHER); PTHR47520:SF8 (PANTHER)","Gpal_D383_g02409.pdb","false","Gpal_D383_g02409.pdb","Gpal"
"129","Protein CBG08141","","C:GO:0016020; C:GO:0016021","Gpal_D383_g09623.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g09623.pdb","false","Gpal_D383_g09623.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g18015.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g18015.pdb","false","Gpal_D383_g18015.pdb","Gpal"
"6","E9 protein","","","Gpal_D383_g17573.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g17573.pdb","false","Gpal_D383_g17573.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g16759.pdb","no IPS match","no IPS match","Gpal_D383_g16759.pdb","false","Gpal_D383_g16759.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g16304.pdb","no IPS match","no IPS match","Gpal_D383_g16304.pdb","false","Gpal_D383_g16304.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15633.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15633.pdb","false","Gpal_D383_g15633.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15211.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15211.pdb","false","Gpal_D383_g15211.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g14544.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14544.pdb","false","Gpal_D383_g14544.pdb","Gpal"
"7","putative effector protein","","P:GO:0006508; F:GO:0008234","Gpal_D383_g13554.pdb","no IPS match","no IPS match","Gpal_D383_g13554.pdb","false","Gpal_D383_g13554.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g12332.pdb","no IPS match","no IPS match","Gpal_D383_g12332.pdb","false","Gpal_D383_g12332.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g11587.pdb","no IPS match","no IPS match","Gpal_D383_g11587.pdb","false","Gpal_D383_g11587.pdb","Gpal"
"20","---NA---","","","Gpal_D383_g11419.pdb","no GO terms","IPR016186 (G3DSA:3.10.100.GENE3D); IPR001304 (PFAM); mobidb-lite (MOBIDB_LITE); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g11419.pdb","false","Gpal_D383_g11419.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g09607.pdb","no GO terms","IPR003582 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR003582 (PROSITE_PROFILES)","Gpal_D383_g09607.pdb","false","Gpal_D383_g09607.pdb","Gpal"
"7","Emp24/gp25L/p24 family protein","","P:GO:0006886; P:GO:0006888; P:GO:0007030; P:GO:0007186; P:GO:0008593; P:GO:0051049; F:GO:0004930; C:GO:0005783; C:GO:0005793; C:GO:0005794; C:GO:0016021; C:GO:0030134","Gpal_D383_g09317.pdb","no GO terms","IPR009038 (PFAM); IPR015720 (PANTHER); PTHR22811:SF177 (PANTHER); IPR009038 (PROSITE_PROFILES); IPR036598 (SUPERFAMILY)","Gpal_D383_g09317.pdb","false","Gpal_D383_g09317.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g08461.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g08461.pdb","false","Gpal_D383_g08461.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g00012.pdb","no IPS match","no IPS match","Gpal_D383_g00012.pdb","false","Gpal_D383_g00012.pdb","Gpal"
"15","Zona pellucida domain-containing protein","Lyases","P:GO:0009190; P:GO:1901564; F:GO:0016829; C:GO:0016021","Gpal_D383_g11749.pdb","no GO terms","PTHR22907:SF7 (PANTHER); PTHR22907 (PANTHER); IPR001507 (PROSITE_PROFILES)","Gpal_D383_g11749.pdb","false","Gpal_D383_g11749.pdb","Gpal"
"15","Zona pellucida domain-containing protein","","C:GO:0016020; C:GO:0016021","Gpal_D383_g08642.pdb","no GO terms","IPR001507 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22907 (PANTHER); PTHR22907:SF46 (PANTHER); IPR001507 (PROSITE_PROFILES)","Gpal_D383_g08642.pdb","false","Gpal_D383_g08642.pdb","Gpal"
"15","CRE-CUT-1 protein","","F:GO:0042302; C:GO:0005576; C:GO:0005886; C:GO:0016021; C:GO:0060102","Gpal_D383_g08582.pdb","no GO terms","IPR001507 (PFAM); PTHR22907:SF51 (PANTHER); PTHR22907 (PANTHER); IPR001507 (PROSITE_PROFILES)","Gpal_D383_g08582.pdb","false","Gpal_D383_g08582.pdb","Gpal"
"15","ZP domain-containing protein","Hydrolases","F:GO:0000166; F:GO:0016787; C:GO:0016021","Gpal_D383_g05245.pdb","no GO terms","IPR001507 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22907:SF32 (PANTHER); PTHR22907 (PANTHER); IPR001507 (PROSITE_PROFILES)","Gpal_D383_g05245.pdb","false","Gpal_D383_g05245.pdb","Gpal"
"130","ShK domain-containing protein","","","Gpal_D383_g03383.pdb","no GO terms","IPR014878 (PFAM); IPR012674 (G3DSA:2.40.128.GENE3D); G3DSA:2.10.25.10 (GENE3D); PTHR15854 (PANTHER); PTHR15854:SF15 (PANTHER); IPR000742 (PROSITE_PROFILES); cd00054 (CDD); IPR012674 (SUPERFAMILY); SSF57196 (SUPERFAMILY)","Gpal_D383_g03383.pdb","false","Gpal_D383_g03383.pdb","Gpal"
"5","cysteine repeat modular protein 4","","P:GO:0006397; P:GO:0006886; P:GO:0015031; P:GO:0016192; P:GO:0016567; F:GO:0005198; F:GO:0061630; C:GO:0000139; C:GO:0005794; C:GO:0016020; C:GO:0016021; C:GO:0030117; C:GO:0030663; C:GO:0031410","Gpal_D383_g11130.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g11130.pdb","false","Gpal_D383_g11130.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g04411.pdb","no IPS match","no IPS match","Gpal_D383_g04411.pdb","false","Gpal_D383_g04411.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g10118.pdb","no IPS match","no IPS match","Gpal_D383_g10118.pdb","false","Gpal_D383_g10118.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g08414.pdb","no IPS match","no IPS match","Gpal_D383_g08414.pdb","false","Gpal_D383_g08414.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g08020.pdb","no IPS match","no IPS match","Gpal_D383_g08020.pdb","false","Gpal_D383_g08020.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g05262.pdb","no IPS match","no IPS match","Gpal_D383_g05262.pdb","false","Gpal_D383_g05262.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g17372.pdb","F:DNA binding","IPR007889 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g17372.pdb","false","Gpal_D383_g17372.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g17357.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g17357.pdb","false","Gpal_D383_g17357.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g16924.pdb","no IPS match","no IPS match","Gpal_D383_g16924.pdb","false","Gpal_D383_g16924.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g16420.pdb","no IPS match","no IPS match","Gpal_D383_g16420.pdb","false","Gpal_D383_g16420.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g16031.pdb","no IPS match","no IPS match","Gpal_D383_g16031.pdb","false","Gpal_D383_g16031.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g14523.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14523.pdb","false","Gpal_D383_g14523.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g14503.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14503.pdb","false","Gpal_D383_g14503.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g14157.pdb","no IPS match","no IPS match","Gpal_D383_g14157.pdb","false","Gpal_D383_g14157.pdb","Gpal"
"30","---NA---","","","Gpal_D383_g12763.pdb","no IPS match","no IPS match","Gpal_D383_g12763.pdb","false","Gpal_D383_g12763.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g12331.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g12331.pdb","false","Gpal_D383_g12331.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g11414.pdb","no IPS match","no IPS match","Gpal_D383_g11414.pdb","false","Gpal_D383_g11414.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g10960.pdb","no IPS match","no IPS match","Gpal_D383_g10960.pdb","false","Gpal_D383_g10960.pdb","Gpal"
"6","Protein CBG07417","","P:GO:0006821; C:GO:0016021","Gpal_D383_g09225.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g09225.pdb","false","Gpal_D383_g09225.pdb","Gpal"
"2","Conserved Cysteine/Glycine domain protein","","","Gpal_D383_g09161.pdb","no IPS match","no IPS match","Gpal_D383_g09161.pdb","false","Gpal_D383_g09161.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g09010.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g09010.pdb","false","Gpal_D383_g09010.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g08454.pdb","no IPS match","no IPS match","Gpal_D383_g08454.pdb","false","Gpal_D383_g08454.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g07928.pdb","no IPS match","no IPS match","Gpal_D383_g07928.pdb","false","Gpal_D383_g07928.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g07804.pdb","no IPS match","no IPS match","Gpal_D383_g07804.pdb","false","Gpal_D383_g07804.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g07061.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g07061.pdb","false","Gpal_D383_g07061.pdb","Gpal"
"5","Innexin family-containing protein","","C:GO:0016020; C:GO:0030054","Gpal_D383_g06808.pdb","no GO terms","IPR000990 (PFAM); IPR000990 (PANTHER); PTHR11893:SF10 (PANTHER)","Gpal_D383_g06808.pdb","false","Gpal_D383_g06808.pdb","Gpal"
"7","hypothetical protein, partial","","","Gpal_D383_g06412.pdb","no IPS match","no IPS match","Gpal_D383_g06412.pdb","false","Gpal_D383_g06412.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g06389.pdb","no IPS match","no IPS match","Gpal_D383_g06389.pdb","false","Gpal_D383_g06389.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g06266.pdb","no IPS match","no IPS match","Gpal_D383_g06266.pdb","false","Gpal_D383_g06266.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g05996.pdb","no IPS match","no IPS match","Gpal_D383_g05996.pdb","false","Gpal_D383_g05996.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g04452.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g04452.pdb","false","Gpal_D383_g04452.pdb","Gpal"
"2","Phosphotyrosine-binding domain protein","","P:GO:0016310; F:GO:0016301; C:GO:0005737","Gpal_D383_g03865.pdb","no GO terms","PTHR12287:SF23 (PANTHER); IPR039801 (PANTHER)","Gpal_D383_g03865.pdb","false","Gpal_D383_g03865.pdb","Gpal"
