From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	WormBase
Q9U366	Q9U366	unreviewed	Q9U366_CAEEL	Uncharacterized protein	CELE_T16G12.8 T16G12.8	Caenorhabditis elegans	162	T16G12.8;
Q9U379	Q9U379	unreviewed	Q9U379_CAEEL	R-Seven Binding Protein (R7BP) homolog	rsbp-1 CELE_T06D10.1 T06D10.1	Caenorhabditis elegans	171	T06D10.1;
Q9U389	Q9U389	reviewed	ALLO1_CAEEL	Allophagy receptor allo-1	allo-1 R102.5	Caenorhabditis elegans	402	R102.5a [Q9U389-2];R102.5b [Q9U389-1];
Q9U399	Q9U399	unreviewed	Q9U399_CAEEL	Serpentine Receptor, class D (Delta)	srd-38 CELE_R04D3.12 R04D3.12	Caenorhabditis elegans	320	R04D3.12;
Q9U3B7	Q9U3B7	unreviewed	Q9U3B7_CAEEL	Heat Shock factor Binding protein	hsb-1 CELE_K08E7.2 K08E7.2	Caenorhabditis elegans	80	K08E7.2;
Q9U3C2	Q9U3C2	unreviewed	Q9U3C2_CAEEL	Uncharacterized protein	CELE_K03H1.9 K03H1.9	Caenorhabditis elegans	148	K03H1.9;
Q9U3C5	Q9U3C5	unreviewed	Q9U3C5_CAEEL	Serpentine Receptor, class H	srh-177 CELE_K02E2.3 K02E2.3	Caenorhabditis elegans	328	K02E2.3;
Q9U3D1	Q9U3D1	unreviewed	Q9U3D1_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-61 CELE_H25K10.7 H25K10.7	Caenorhabditis elegans	395	H25K10.7a;
Q9U3E7	Q9U3E7	unreviewed	Q9U3E7_CAEEL	FIP (Fungus-Induced Protein) Related	fipr-26 CELE_F53B6.8 F53B6.8	Caenorhabditis elegans	57	F53B6.8;
Q9U3G9	Q9U3G9	unreviewed	Q9U3G9_CAEEL	DUF148 domain-containing protein	CELE_F33A8.7 F33A8.7	Caenorhabditis elegans	168	F33A8.7;
Q9U3I2	Q9U3I2	unreviewed	Q9U3I2_CAEEL	Uncharacterized protein	CELE_F21D9.2 F21D9.2	Caenorhabditis elegans	338	F21D9.2;
Q9U3I8	Q9U3I8	unreviewed	Q9U3I8_CAEEL	Serpentine Receptor, class Z	srz-16 CELE_F19B2.8 F19B2.8	Caenorhabditis elegans	330	F19B2.8;
Q9U3J2	Q9U3J2	unreviewed	Q9U3J2_CAEEL	Uncharacterized protein	tag-280 CELE_F15A4.12 F15A4.12	Caenorhabditis elegans	137	F15A4.12;
Q9U3J3	Q9U3J3	unreviewed	Q9U3J3_CAEEL	Uncharacterized protein	tag-281 CELE_F15A4.11 F15A4.11	Caenorhabditis elegans	145	F15A4.11;
Q9U3J7	Q9U3J7	unreviewed	Q9U3J7_CAEEL	Uncharacterized protein	CELE_F11E6.6 F11E6.6	Caenorhabditis elegans	252	F11E6.6;
Q9U3J9	Q9U3J9	unreviewed	Q9U3J9_CAEEL	Ground-like domain-containing protein	grl-24 CELE_F11E6.2 F11E6.2	Caenorhabditis elegans	103	F11E6.2;
Q9U3L0	Q9U3L0	reviewed	ZHP2_CAEEL	Zip homologous protein 2	zhp-2 D1081.9	Caenorhabditis elegans	240	D1081.9;
Q9U3M3	Q9U3M3	unreviewed	Q9U3M3_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-13 C41G6.15 CELE_C41G6.15	Caenorhabditis elegans	368	C41G6.15;
Q9U3M4	Q9U3M4	unreviewed	Q9U3M4_CAEEL	Serpentine Receptor, class I	sri-26 C41G6.14 CELE_C41G6.14	Caenorhabditis elegans	322	C41G6.14;
Q9U3N4	Q9U3N4	reviewed	INX6_CAEEL	Innexin-6 (Protein opu-6)	inx-6 opu-6 C36H8.2	Caenorhabditis elegans	389	C36H8.2;
Q9U3R9	Q9U3R9	unreviewed	Q9U3R9_CAEEL	Uncharacterized protein	C04F12.7 CELE_C04F12.7	Caenorhabditis elegans	202	C04F12.7;
Q9U3S3	Q9U3S3	unreviewed	Q9U3S3_CAEEL	THO Complex (Transcription factor/nuclear export) subunit	thoc-7 B0513.2 CELE_B0513.2	Caenorhabditis elegans	210	B0513.2a;
Q9U5B6	Q9U5B6	unreviewed	Q9U5B6_CAEEL	Uncharacterized protein	CELE_F43C11.10 F43C11.10	Caenorhabditis elegans	110	F43C11.10;
Q9U5B9	Q9U5B9	unreviewed	Q9U5B9_CAEEL	MotA_ExbB domain-containing protein	CELE_F43C11.6 F43C11.6	Caenorhabditis elegans	210	F43C11.6;
Q9U5C1	Q9U5C1	unreviewed	Q9U5C1_CAEEL	RING-type domain-containing protein	CELE_F43C11.7 F43C11.7	Caenorhabditis elegans	295	F43C11.7;
Q9U5C2	Q9U5C2	unreviewed	Q9U5C2_CAEEL	RING-type domain-containing protein	CELE_F43C11.8 F43C11.8	Caenorhabditis elegans	323	F43C11.8;
Q9U8C4	Q9U8C4	unreviewed	Q9U8C4_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-60 CELE_T11F1.1 T11F1.1	Caenorhabditis elegans	382	T11F1.1;
Q9U8C8	Q9U8C8	unreviewed	Q9U8C8_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-79 CELE_T11F1.5 T11F1.5	Caenorhabditis elegans	349	T11F1.5;
Q9UAQ0	Q9UAQ0	unreviewed	Q9UAQ0_CAEEL	Uncharacterized protein	CELE_F41H8.2 F41H8.2	Caenorhabditis elegans	315	F41H8.2;
Q9UAQ1	Q9UAQ1	unreviewed	Q9UAQ1_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F41H8.1 F41H8.1	Caenorhabditis elegans	316	F41H8.1;
Q9UAR1	Q9UAR1	unreviewed	Q9UAR1_CAEEL	Serpentine Receptor, class SX	srsx-8 CELE_F52F10.5 F52F10.5	Caenorhabditis elegans	296	F52F10.5b;
Q9UAU2	Q9UAU2	unreviewed	Q9UAU2_CAEEL	Seven TM Receptor	str-257 C01B4.1 CELE_C01B4.1 CELE_Y19D10A.1 Y19D10A.1	Caenorhabditis elegans	352	C01B4.1;Y19D10A.1a;
Q9UAU7	Q9UAU7	unreviewed	Q9UAU7_CAEEL	Seven TM Receptor	str-119 C13B7.5 CELE_C13B7.5	Caenorhabditis elegans	337	C13B7.5;
Q9UAV6	Q9UAV6	unreviewed	Q9UAV6_CAEEL	F-box domain-containing protein	CELE_F46E10.3 F46E10.3	Caenorhabditis elegans	100	F46E10.3;
Q9UAW3	Q9UAW3	unreviewed	Q9UAW3_CAEEL	Serpentine Receptor, class H	srh-78 CELE_DC2.2 DC2.2	Caenorhabditis elegans	353	DC2.2;
Q9UAW4	Q9UAW4	unreviewed	Q9UAW4_CAEEL	Serpentine Receptor, class H	srh-80 CELE_DC2.1 DC2.1	Caenorhabditis elegans	353	DC2.1a;
Q9UAX5	Q9UAX5	unreviewed	Q9UAX5_CAEEL	Serpentine Receptor, class D (Delta)	srd-20 CELE_Y38A10A.1 Y38A10A.1	Caenorhabditis elegans	339	Y38A10A.1;
Q9UAX7	Q9UAX7	unreviewed	Q9UAX7_CAEEL	Serpentine Receptor, class H	srh-10 CELE_Y38A10A.3 Y38A10A.3	Caenorhabditis elegans	373	Y38A10A.3;
Q9UAZ6	Q9UAZ6	unreviewed	Q9UAZ6_CAEEL	SLC (SoLute Carrier) homolog	slc-46a slc-46A CELE_Y4C6B.5 Y4C6B.5	Caenorhabditis elegans	469	Y4C6B.5;
Q9XTR2	Q9XTR2	unreviewed	Q9XTR2_CAEEL	Serpentine Receptor, class H	srh-209 CELE_ZK262.11 ZK262.11	Caenorhabditis elegans	338	ZK262.11;
Q9XTR3	Q9XTR3	unreviewed	Q9XTR3_CAEEL	Serpentine Receptor, class J	srj-26 CELE_ZK262.10 ZK262.10	Caenorhabditis elegans	335	ZK262.10;
Q9XTR5	Q9XTR5	unreviewed	Q9XTR5_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-82 CELE_ZK262.7 ZK262.7	Caenorhabditis elegans	353	ZK262.7;
Q9XTR6	Q9XTR6	unreviewed	Q9XTR6_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-83 CELE_ZK262.6 ZK262.6	Caenorhabditis elegans	382	ZK262.6;
Q9XTR9	Q9XTR9	unreviewed	Q9XTR9_CAEEL	Serpentine Receptor, class H	srh-207 CELE_ZK262.1 ZK262.1	Caenorhabditis elegans	339	ZK262.1;
Q9XTV0	Q9XTV0	unreviewed	Q9XTV0_CAEEL	Serpentine Receptor, class H	srh-32 CELE_Y26G10.2 Y26G10.2	Caenorhabditis elegans	337	Y26G10.2;
Q9XTV1	Q9XTV1	unreviewed	Q9XTV1_CAEEL	Uncharacterized protein	CELE_Y26G10.1 Y26G10.1	Caenorhabditis elegans	348	Y26G10.1;
Q9XTV7	Q9XTV7	unreviewed	Q9XTV7_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-54 CELE_F54B8.11 F54B8.11	Caenorhabditis elegans	286	F54B8.11;
Q9XTV8	Q9XTV8	unreviewed	Q9XTV8_CAEEL	Serpentine Receptor, class H	srh-104 CELE_F21H7.7 F21H7.7	Caenorhabditis elegans	351	F21H7.7;
Q9XTV9	Q9XTV9	unreviewed	Q9XTV9_CAEEL	Uncharacterized protein	CELE_F21H7.3 F21H7.3	Caenorhabditis elegans	170	F21H7.3;
Q9XTZ3	Q9XTZ3	unreviewed	Q9XTZ3_CAEEL	Uncharacterized protein	C18D11.3 CELE_C18D11.3	Caenorhabditis elegans	175	C18D11.3;
Q9XU09	Q9XU09	unreviewed	Q9XU09_CAEEL	L-Fucosyltransferase	CELE_T28A8.2 T28A8.2	Caenorhabditis elegans	333	T28A8.2;
Q9XU18	Q9XU18	unreviewed	Q9XU18_CAEEL	Serpentine Receptor, class V	srv-11 CELE_H25K10.3 H25K10.3	Caenorhabditis elegans	347	H25K10.3;
Q9XU21	Q9XU21	unreviewed	Q9XU21_CAEEL	Uncharacterized protein	CELE_H03G16.5 H03G16.5	Caenorhabditis elegans	101	H03G16.5;
Q9XU31	Q9XU31	unreviewed	Q9XU31_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-36 CELE_F14F8.7 F14F8.7	Caenorhabditis elegans	297	F14F8.7;
Q9XU32	Q9XU32	unreviewed	Q9XU32_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-44 CELE_F14F8.6 F14F8.6	Caenorhabditis elegans	385	F14F8.6;
Q9XU33	Q9XU33	unreviewed	Q9XU33_CAEEL	Serpentine Receptor, class Z	srz-103 CELE_F14F8.4 F14F8.4	Caenorhabditis elegans	326	F14F8.4;
Q9XU34	Q9XU34	unreviewed	Q9XU34_CAEEL	Serpentine Receptor, class Z	srz-1 CELE_F14F8.3 F14F8.3	Caenorhabditis elegans	331	F14F8.3;
Q9XU36	Q9XU36	unreviewed	Q9XU36_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-43 CELE_F14F8.5 F14F8.5	Caenorhabditis elegans	295	F14F8.5;
Q9XU38	Q9XU38	unreviewed	Q9XU38_CAEEL	Seven TM Receptor	str-61 CELE_F14F8.1 F14F8.1	Caenorhabditis elegans	341	F14F8.1;
Q9XU48	Q9XU48	unreviewed	Q9XU48_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-35 CELE_T08G3.10 T08G3.10	Caenorhabditis elegans	247	T08G3.10;
Q9XU50	Q9XU50	unreviewed	Q9XU50_CAEEL	Serpentine Receptor, class U	sru-44 CELE_T08G3.8 T08G3.8	Caenorhabditis elegans	313	T08G3.8;
Q9XU57	Q9XU57	unreviewed	Q9XU57_CAEEL	GUstatory Receptor family	gur-4 CELE_K09E4.5 K09E4.5	Caenorhabditis elegans	413	K09E4.5;
Q9XU59	Q9XU59	unreviewed	Q9XU59_CAEEL	Serpentine Receptor, class W	srw-77 CELE_W06G6.8 W06G6.8	Caenorhabditis elegans	349	W06G6.8;
Q9XU61	Q9XU61	unreviewed	Q9XU61_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-76 CELE_W06G6.6 W06G6.6	Caenorhabditis elegans	342	W06G6.6;
Q9XU63	Q9XU63	reviewed	OSTA3_CAEEL	Organic solute transporter alpha-like protein 3 (Solute carrier family 51 subunit alpha homolog B)	osta-3 W01D2.5	Caenorhabditis elegans	348	W01D2.5a;
Q9XU65	Q9XU65	unreviewed	Q9XU65_CAEEL	Receptor expression-enhancing protein	CELE_W01D2.3 W01D2.3	Caenorhabditis elegans	243	W01D2.3a;
Q9XU87	Q9XU87	unreviewed	Q9XU87_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-87 CELE_F57G8.4 F57G8.4	Caenorhabditis elegans	361	F57G8.4;
Q9XU90	Q9XU90	unreviewed	Q9XU90_CAEEL	Serpentine Receptor, class H	srh-167 CELE_F57G8.3 F57G8.3	Caenorhabditis elegans	331	F57G8.3a;
Q9XU91	Q9XU91	unreviewed	Q9XU91_CAEEL	Serpentine Receptor, class H	srh-180 CELE_F57G8.1 F57G8.1	Caenorhabditis elegans	331	F57G8.1;
Q9XU97	Q9XU97	unreviewed	Q9XU97_CAEEL	ATP synthase subunit e, mitochondrial	CELE_F44E5.1 F44E5.1	Caenorhabditis elegans	78	F44E5.1;
Q9XUC5	Q9XUC5	unreviewed	Q9XUC5_CAEEL	Serpentine Receptor, class Z	CELE_T27E7.4 T27E7.4	Caenorhabditis elegans	350	T27E7.4;
Q9XUC8	Q9XUC8	unreviewed	Q9XUC8_CAEEL	Serpentine Receptor, class T	srt-45 CELE_M162.3 M162.3	Caenorhabditis elegans	325	M162.3a;
Q9XUF1	Q9XUF1	unreviewed	Q9XUF1_CAEEL	Uncharacterized protein	C49C3.15 CELE_C49C3.15	Caenorhabditis elegans	252	C49C3.15;
Q9XUF2	Q9XUF2	unreviewed	Q9XUF2_CAEEL	Uncharacterized protein	C49C3.7 CELE_C49C3.7	Caenorhabditis elegans	277	C49C3.7;
Q9XUF8	Q9XUF8	unreviewed	Q9XUF8_CAEEL	Uncharacterized protein	C49C3.6 CELE_C49C3.6	Caenorhabditis elegans	220	C49C3.6;
Q9XUG8	Q9XUG8	unreviewed	Q9XUG8_CAEEL	Neuropeptide-Like Protein	C43F9.7 CELE_C43F9.7	Caenorhabditis elegans	74	C43F9.7;
Q9XUH1	Q9XUH1	unreviewed	Q9XUH1_CAEEL	Serpentine Receptor, class Z	srz-15 C32H11.2 CELE_C32H11.2	Caenorhabditis elegans	332	C32H11.2;
Q9XUH6	Q9XUH6	unreviewed	Q9XUH6_CAEEL	DUF148 domain-containing protein	C32H11.5 CELE_C32H11.5	Caenorhabditis elegans	194	C32H11.5;
Q9XUI9	Q9XUI9	unreviewed	Q9XUI9_CAEEL	INSulin related	ins-26 CELE_ZC334.1 ZC334.1	Caenorhabditis elegans	110	ZC334.1;
Q9XUJ3	Q9XUJ3	unreviewed	Q9XUJ3_CAEEL	Seven TM Receptor	str-246 CELE_W09D6.3 W09D6.3	Caenorhabditis elegans	344	W09D6.3;
Q9XUJ6	Q9XUJ6	unreviewed	Q9XUJ6_CAEEL	Seven TM Receptor	str-261 CELE_W09D6.2 W09D6.2	Caenorhabditis elegans	351	W09D6.2;
Q9XUJ9	Q9XUJ9	unreviewed	Q9XUJ9_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-43 CELE_W07G1.6 W07G1.6	Caenorhabditis elegans	360	W07G1.6;
Q9XUK3	Q9XUK3	unreviewed	Q9XUK3_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-44 CELE_W07G1.2 W07G1.2	Caenorhabditis elegans	363	W07G1.2;
Q9XUK6	Q9XUK6	unreviewed	Q9XUK6_CAEEL	Serpentine Receptor, class XA	srxa-1 CELE_W07A8.1 W07A8.1	Caenorhabditis elegans	320	W07A8.1;
Q9XUK8	Q9XUK8	unreviewed	Q9XUK8_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-14 CELE_W05B5.2 W05B5.2	Caenorhabditis elegans	425	W05B5.2;
Q9XUL2	Q9XUL2	unreviewed	Q9XUL2_CAEEL	Uncharacterized protein	CELE_W04E12.2 W04E12.2	Caenorhabditis elegans	199	W04E12.2;
Q9XUL4	Q9XUL4	unreviewed	Q9XUL4_CAEEL	Uncharacterized protein	CELE_W04E12.3 W04E12.3	Caenorhabditis elegans	75	W04E12.3;
Q9XUN0	Q9XUN0	unreviewed	Q9XUN0_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-48 CELE_T26H8.2 T26H8.2	Caenorhabditis elegans	303	T26H8.2;
Q9XUN2	Q9XUN2	unreviewed	Q9XUN2_CAEEL	Seven TM Receptor	str-81 CELE_T26H2.6 T26H2.6	Caenorhabditis elegans	365	T26H2.6a;
Q9XUN4	Q9XUN4	unreviewed	Q9XUN4_CAEEL	Serpentine Receptor, class H	srh-214 CELE_T20B3.4 T20B3.4	Caenorhabditis elegans	334	T20B3.4;
Q9XUN9	Q9XUN9	reviewed	TNNI3_CAEEL	Troponin I 3 (CeTNI-3) (TnI 3)	tni-3 T20B3.2	Caenorhabditis elegans	260	T20B3.2;
Q9XUR5	Q9XUR5	unreviewed	Q9XUR5_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-20 CELE_T05E12.4 T05E12.4	Caenorhabditis elegans	345	T05E12.4;
Q9XUR8	Q9XUR8	unreviewed	Q9XUR8_CAEEL	Seven TM Receptor	CELE_R10E8.5 R10E8.5	Caenorhabditis elegans	309	R10E8.5;
Q9XUS2	Q9XUS2	reviewed	MED29_CAEEL	Mediator of RNA polymerase II transcription subunit 29 (Mediator complex subunit 29)	mdt-29 K08E3.8	Caenorhabditis elegans	441	K08E3.8;
Q9XUS7	Q9XUS7	reviewed	TOCA2_CAEEL	Transducer of Cdc42-dependent actin assembly protein 2 homolog	toca-2 K08E3.3	Caenorhabditis elegans	610	K08E3.3a [Q9XUS7-2];K08E3.3b [Q9XUS7-1];
Q9XUT4	Q9XUT4	unreviewed	Q9XUT4_CAEEL	Col_cuticle_N domain-containing protein	col-65 CELE_K08C9.4 K08C9.4	Caenorhabditis elegans	301	K08C9.4;
Q9XUU7	Q9XUU7	unreviewed	Q9XUU7_CAEEL	Uncharacterized protein	CELE_K05C4.10 K05C4.10	Caenorhabditis elegans	180	K05C4.10;
Q9XUU9	Q9XUU9	reviewed	JAGN_CAEEL	Protein jagunal homolog	K05C4.2	Caenorhabditis elegans	189	K05C4.2;
Q9XUV1	Q9XUV1	unreviewed	Q9XUV1_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-32 CELE_K03D7.11 K03D7.11	Caenorhabditis elegans	367	K03D7.11;
Q9XUV4	Q9XUV4	unreviewed	Q9XUV4_CAEEL	Uncharacterized protein	CELE_K02E2.1 K02E2.1	Caenorhabditis elegans	381	K02E2.1;
Q9XUV9	Q9XUV9	unreviewed	Q9XUV9_CAEEL	Uncharacterized protein	CELE_F59A1.6 F59A1.6	Caenorhabditis elegans	99	F59A1.6;
Q9XUW4	Q9XUW4	unreviewed	Q9XUW4_CAEEL	Uncharacterized protein	CELE_F59A1.12 F59A1.12	Caenorhabditis elegans	323	F59A1.12;
Q9XUZ7	Q9XUZ7	unreviewed	Q9XUZ7_CAEEL	Uncharacterized protein	CELE_F49H6.3 F49H6.3	Caenorhabditis elegans	168	F49H6.3;
Q9XV00	Q9XV00	unreviewed	Q9XV00_CAEEL	Serpentine Receptor, class Z	srz-94 CELE_F49H6.11 F49H6.11	Caenorhabditis elegans	327	F49H6.11;
Q9XV05	Q9XV05	unreviewed	Q9XV05_CAEEL	Serpentine Receptor, class H	srh-97 CELE_F49H6.4 F49H6.4	Caenorhabditis elegans	352	F49H6.4;
Q9XV08	Q9XV08	unreviewed	Q9XV08_CAEEL	Serpentine Receptor, class D (Delta)	srd-70 CELE_F48F5.4 F48F5.4	Caenorhabditis elegans	326	F48F5.4a;
Q9XV13	Q9XV13	unreviewed	Q9XV13_CAEEL	Serpentine Receptor, class Z	srz-18 CELE_F46B3.11 F46B3.11	Caenorhabditis elegans	326	F46B3.11;
Q9XV24	Q9XV24	unreviewed	Q9XV24_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-51 CELE_F40D4.8 F40D4.8	Caenorhabditis elegans	352	F40D4.8;
Q9XV25	Q9XV25	unreviewed	Q9XV25_CAEEL	Serpentine Receptor, class H	srh-102 CELE_F40D4.11 F40D4.11	Caenorhabditis elegans	352	F40D4.11;
Q9XV27	Q9XV27	unreviewed	Q9XV27_CAEEL	Serpentine Receptor, class Z	srz-66 CELE_F40D4.9 F40D4.9	Caenorhabditis elegans	344	F40D4.9a;
Q9XV28	Q9XV28	unreviewed	Q9XV28_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-25 CELE_F40D4.6 F40D4.6	Caenorhabditis elegans	297	F40D4.6;
Q9XV30	Q9XV30	unreviewed	Q9XV30_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-1 CELE_F40D4.5 F40D4.5	Caenorhabditis elegans	310	F40D4.5;
Q9XV31	Q9XV31	unreviewed	Q9XV31_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-26 CELE_F40D4.7 F40D4.7	Caenorhabditis elegans	293	F40D4.7;
Q9XV41	Q9XV41	unreviewed	Q9XV41_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-22 CELE_F36D1.2 F36D1.2	Caenorhabditis elegans	359	F36D1.2;
Q9XV42	Q9XV42	unreviewed	Q9XV42_CAEEL	Serpentine Receptor, class U	sru-47 CELE_F36D1.3 F36D1.3	Caenorhabditis elegans	329	F36D1.3;
Q9XV49	Q9XV49	unreviewed	Q9XV49_CAEEL	Uncharacterized protein	CELE_F29C12.6 F29C12.6	Caenorhabditis elegans	95	F29C12.6;
Q9XV54	Q9XV54	unreviewed	Q9XV54_CAEEL	Uncharacterized protein	CELE_F26F2.5 F26F2.5	Caenorhabditis elegans	78	F26F2.5;
Q9XV57	Q9XV57	unreviewed	Q9XV57_CAEEL	Uncharacterized protein	CELE_F26F2.2 CELE_F26F2.9 F26F2.2 F26F2.9	Caenorhabditis elegans	82	F26F2.2;F26F2.9;
Q9XV61	Q9XV61	unreviewed	Q9XV61_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-29 CELE_F26D2.11 F26D2.11	Caenorhabditis elegans	361	F26D2.11;
Q9XV63	Q9XV63	unreviewed	Q9XV63_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-48 CELE_F26D2.9 F26D2.9	Caenorhabditis elegans	375	F26D2.9;
Q9XV69	Q9XV69	unreviewed	Q9XV69_CAEEL	Uncharacterized protein	CELE_F21D9.8 F21D9.8	Caenorhabditis elegans	209	F21D9.8;
Q9XV76	Q9XV76	unreviewed	Q9XV76_CAEEL	Serpentine Receptor, class H	srh-154 CELE_F20E11.12 F20E11.12	Caenorhabditis elegans	330	F20E11.12;
Q9XV78	Q9XV78	unreviewed	Q9XV78_CAEEL	Serpentine Receptor, class H	srh-203 CELE_F20E11.10 F20E11.10	Caenorhabditis elegans	338	F20E11.10;
Q9XV83	Q9XV83	unreviewed	Q9XV83_CAEEL	Serpentine Receptor, class Z	srz-48 CELE_F20E11.1 F20E11.1	Caenorhabditis elegans	331	F20E11.1;
Q9XV85	Q9XV85	unreviewed	Q9XV85_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-2 CELE_F20E11.2 F20E11.2	Caenorhabditis elegans	310	F20E11.2;
Q9XV86	Q9XV86	unreviewed	Q9XV86_CAEEL	Serpentine Receptor, class W	srw-72 CELE_F20E11.6 F20E11.6	Caenorhabditis elegans	347	F20E11.6;
Q9XVB5	Q9XVB5	unreviewed	Q9XVB5_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	C54E10.3 CELE_C54E10.3	Caenorhabditis elegans	318	C54E10.3;
Q9XVB7	Q9XVB7	unreviewed	Q9XVB7_CAEEL	Serpentine Receptor, class H	srh-208 C43D7.6 CELE_C43D7.6	Caenorhabditis elegans	338	C43D7.6;
Q9XVC0	Q9XVC0	unreviewed	Q9XVC0_CAEEL	Uncharacterized protein	C43D7.7 CELE_C43D7.7	Caenorhabditis elegans	99	C43D7.7;
Q9XVD3	Q9XVD3	unreviewed	Q9XVD3_CAEEL	Serpentine Receptor, class D (Delta)	srd-74 C24H11.4 CELE_C24H11.4	Caenorhabditis elegans	323	C24H11.4;
Q9XVD7	Q9XVD7	unreviewed	Q9XVD7_CAEEL	Serpentine Receptor, class Z	srz-90 C18D4.9 CELE_C18D4.9	Caenorhabditis elegans	321	C18D4.9;
Q9XVD8	Q9XVD8	unreviewed	Q9XVD8_CAEEL	Uncharacterized protein	C14A6.8 CELE_C14A6.8	Caenorhabditis elegans	129	C14A6.8;
Q9XVD9	Q9XVD9	unreviewed	Q9XVD9_CAEEL	Uncharacterized protein	C14A6.7 CELE_C14A6.7	Caenorhabditis elegans	104	C14A6.7;
Q9XVE2	Q9XVE2	unreviewed	Q9XVE2_CAEEL	Uncharacterized protein	C14A6.3 CELE_C14A6.3	Caenorhabditis elegans	57	C14A6.3;
Q9XVF5	Q9XVF5	unreviewed	Q9XVF5_CAEEL	Serpentine Receptor, class BC (Class B-like)	srbc-79 B0250.6 CELE_B0250.6	Caenorhabditis elegans	283	B0250.6;
Q9XVF6	Q9XVF6	unreviewed	Q9XVF6_CAEEL	CAlcium channel Localization Factor	calf-1 B0250.2 CELE_B0250.2	Caenorhabditis elegans	177	B0250.2;
Q9XVG1	Q9XVG1	unreviewed	Q9XVG1_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_W05H5.1 W05H5.1	Caenorhabditis elegans	320	W05H5.1;
Q9XVG5	Q9XVG5	unreviewed	Q9XVG5_CAEEL	Uncharacterized protein	CELE_W02D9.8 W02D9.8	Caenorhabditis elegans	76	W02D9.8;
Q9XVG6	Q9XVG6	unreviewed	Q9XVG6_CAEEL	Uncharacterized protein	CELE_W02D9.9 W02D9.9	Caenorhabditis elegans	79	W02D9.9;
Q9XVH6	Q9XVH6	reviewed	RPB11_CAEEL	Probable DNA-directed RNA polymerase II subunit RPB11 (RNA polymerase II subunit B11) (DNA-directed RNA polymerase II subunit J)	rpb-11 W01G7.3	Caenorhabditis elegans	122	W01G7.3;
Q9XVI1	Q9XVI1	unreviewed	Q9XVI1_CAEEL	Uncharacterized protein	CELE_T23G11.1 T23G11.1	Caenorhabditis elegans	168	T23G11.1;
Q9XVI4	Q9XVI4	unreviewed	Q9XVI4_CAEEL	Tetraspanin	tsp-7 CELE_T23D8.2 T23D8.2	Caenorhabditis elegans	232	T23D8.2;
Q9XVI7	Q9XVI7	unreviewed	Q9XVI7_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-19 CELE_T22G5.4 T22G5.4	Caenorhabditis elegans	344	T22G5.4;
Q9XVJ4	Q9XVJ4	unreviewed	Q9XVJ4_CAEEL	Serpentine Receptor, class R	srr-7 CELE_T01G5.4 T01G5.4	Caenorhabditis elegans	387	T01G5.4;
Q9XVK3	Q9XVK3	unreviewed	Q9XVK3_CAEEL	7TM_GPCR_Srx domain-containing protein	srx-10 CELE_R10D12.4 R10D12.4	Caenorhabditis elegans	315	R10D12.4;
Q9XVK8	Q9XVK8	unreviewed	Q9XVK8_CAEEL	Uncharacterized protein	CELE_R05D7.1 R05D7.1	Caenorhabditis elegans	142	R05D7.1;
Q9XVL4	Q9XVL4	unreviewed	Q9XVL4_CAEEL	Uncharacterized protein	CELE_K07A1.13 K07A1.13	Caenorhabditis elegans	176	K07A1.13;
